season,Season,Gamecode,Home,Player_ID,IsStarter,IsPlaying,Team,Dorsal,Player,Minutes,Points,FieldGoalsMade2,FieldGoalsAttempted2,FieldGoalsMade3,FieldGoalsAttempted3,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assistances,Steals,Turnovers,BlocksFavour,BlocksAgainst,FoulsCommited,FoulsReceived,Valuation,Plusminus
2025,2025,281,0,P005683   ,0.0,0.0,PAR,13,"RADANOV, ALEKSA",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,281,0,P006760   ,1.0,1.0,PAR,17,"BONGA, ISAAC",30:32,5,1,2,0,1,3,4,1,5,6,2,1,1,0,0,3,3,10,-3.0
2025,2025,281,0,P007736   ,0.0,0.0,PAR,19,"LAKIC, ARIJAN",08:53,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,-3.0
2025,2025,281,0,P009733   ,0.0,0.0,PAR,23,"JEKIRI, TONYE",16:46,4,2,2,0,0,0,0,0,1,1,1,1,1,0,0,3,1,4,-3.0
2025,2025,281,0,P013667   ,1.0,1.0,PAR,24,"FERNANDO, BRUNO",23:13,18,9,11,0,0,0,0,3,6,9,0,0,4,2,1,3,0,19,0.0
2025,2025,281,0,P001932   ,1.0,0.0,PAR,33,"CALATHES, NICK",21:00,2,1,2,0,1,0,0,0,1,1,7,0,1,0,1,4,4,6,0.0
2025,2025,281,0,Team,0.0,0.0,PAR,,Team,,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,
2025,2025,281,0,Total,,,PAR,,Total,200:00,78,26,41,3,15,17,18,6,24,30,21,6,15,2,6,23,21,86,
2025,2025,292,1,P014015   ,0.0,0.0,ULK,0,"BACOT JR., ARMANDO",06:40,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,2,0.0
2025,2025,292,1,P003091   ,0.0,0.0,ULK,1,"BIRSEN, METECAN",05:15,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-1,1.0
2025,2025,292,1,P009863   ,1.0,0.0,ULK,2,"BALDWIN IV, WADE",30:37,10,4,7,0,2,2,2,1,3,4,6,0,0,0,1,1,5,18,13.0
2025,2025,292,1,P014124   ,0.0,1.0,ULK,8,"HORTON TUCKER, TALEN",28:22,28,9,14,2,8,4,8,3,5,8,3,2,3,1,2,2,5,25,14.0
2025,2025,292,1,P014016   ,0.0,1.0,ULK,11,"BOSTON JR., BRANDON",21:35,3,1,2,0,4,1,2,0,2,2,0,1,0,0,0,1,1,0,13.0
2025,2025,292,1,P002100   ,0.0,0.0,ULK,12,"DE COLO, NANDO",10:16,0,0,0,0,1,0,0,0,3,3,1,0,2,0,0,1,2,2,0.0
2025,2025,292,1,P006961   ,1.0,1.0,ULK,13,"BIBEROVIC, TARIK",21:52,10,2,2,2,4,0,0,0,1,1,3,0,1,0,1,2,0,8,9.0
2025,2025,292,1,P007929   ,0.0,0.0,ULK,17,"BITIM, ONURALP",06:39,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
2025,2025,292,1,P012613   ,1.0,0.0,ULK,18,"JANTUNEN, MIKAEL",20:29,10,1,2,2,3,2,3,2,2,4,1,0,1,0,0,3,1,9,19.0
2025,2025,292,1,P014220   ,0.0,0.0,ULK,30,"SILVA, CHRIS",10:28,7,3,4,0,0,1,1,0,0,0,0,0,2,0,0,2,3,5,-7.0
2025,2025,292,1,P009783   ,1.0,1.0,ULK,50,"COLSON, BONZIE",22:08,14,1,1,4,6,0,0,1,2,3,0,0,0,0,0,2,0,13,17.0
2025,2025,292,1,P007182   ,1.0,1.0,ULK,92,"BIRCH, KHEM",15:39,4,2,3,0,0,0,0,3,6,9,1,0,1,0,0,3,2,11,11.0
2025,2025,292,1,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,4,2,6,0,0,2,0,0,0,0,4,
2025,2025,292,1,Total,,,ULK,,Total,200:00,88,24,37,10,29,10,16,14,29,43,16,3,13,1,4,19,19,96,
2025,2025,292,0,P011212   ,1.0,1.0,MCO,0,"OKOBO, ELIE",29:06,8,1,6,0,1,6,7,0,1,1,5,1,2,0,0,2,6,10,-25.0
2025,2025,292,0,P011231   ,1.0,1.0,MCO,4,"BLOSSOMGAME, JARON",27:28,12,6,7,0,2,0,1,0,1,1,0,0,2,0,0,2,2,7,-24.0
2025,2025,292,0,P004132   ,1.0,0.0,MCO,10,"THEIS, DANIEL",17:52,11,4,5,1,1,0,0,2,0,2,1,0,1,1,0,5,0,8,-10.0
2025,2025,292,0,P011226   ,1.0,1.0,MCO,11,"DIALLO, ALPHA",26:47,4,1,5,0,3,2,3,5,3,8,3,0,1,2,1,1,2,8,-18.0
2025,2025,292,0,P010390   ,0.0,0.0,MCO,13,"HAYES, KEVARRIUS",08:26,4,1,1,0,0,2,2,0,0,0,0,0,2,0,0,1,1,2,5.0
2025,2025,292,0,P012515   ,0.0,0.0,MCO,22,"TARPEY, TERRY",12:02,0,0,0,0,0,0,0,3,3,6,1,0,2,0,0,3,0,2,1.0
2025,2025,292,0,P008161   ,0.0,0.0,MCO,23,"BEGARIN, JUHANN",07:10,7,3,3,0,0,1,1,0,1,1,0,1,1,0,0,3,1,6,1.0
2025,2025,292,0,P000848   ,0.0,1.0,MCO,26,"NEDOVIC, NEMANJA",12:40,8,1,2,2,6,0,0,0,2,2,0,0,0,0,0,0,1,6,4.0
2025,2025,292,0,P008099   ,0.0,1.0,MCO,32,"STRAZEL, MATTHEW",24:40,2,0,3,0,2,2,2,0,1,1,1,1,0,1,0,3,1,-1,-9.0
2025,2025,292,0,P005985   ,1.0,0.0,MCO,55,"JAMES, MIKE",33:49,14,2,11,1,4,7,7,1,6,7,8,2,1,0,0,0,5,23,-15.0
2025,2025,292,0,Team,0.0,0.0,MCO,,Team,,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,
2025,2025,292,0,Total,,,MCO,,Total,200:00,70,19,43,4,19,20,23,11,22,33,19,5,12,4,1,20,19,75,
2025,2025,307,1,P009048   ,1.0,1.0,RED,0,"MILLER-MCINTYRE, CODI",33:52,10,3,6,1,5,1,1,1,7,8,12,1,3,0,1,3,4,21,0.0
2025,2025,307,1,P014163   ,0.0,1.0,RED,6,"BUTLER, JARED",24:48,12,5,11,0,3,2,2,0,1,1,6,1,2,0,0,3,2,8,12.0
2025,2025,307,1,P007960   ,0.0,0.0,RED,7,"DAVIDOVAC, DEJAN",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,307,1,P011305   ,0.0,0.0,RED,11,"CARTER, TYSON",03:25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2,-1.0
2025,2025,307,1,P004866   ,0.0,1.0,RED,12,"KALINIC, NIKOLA",20:04,1,0,1,0,0,1,2,3,3,6,0,0,1,0,0,0,2,6,-3.0
2025,2025,307,1,P004007   ,1.0,0.0,RED,13,"DOBRIC, OGNJEN",09:15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,-6.0
2025,2025,307,1,P014029   ,0.0,1.0,RED,15,"IZUNDU, EBUKA",18:17,13,4,4,0,0,5,6,1,4,5,0,0,0,0,0,3,3,17,14.0
2025,2025,307,1,PLCZ      ,0.0,0.0,RED,20,"MOTIEJUNAS, DONATAS",03:12,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,2,-4.0
2025,2025,307,1,P009035   ,1.0,0.0,RED,21,"BOLOMBOY, JOEL",18:31,4,2,3,0,0,0,0,3,4,7,0,1,3,1,0,3,2,8,-4.0
2025,2025,307,1,P013363   ,1.0,1.0,RED,33,"NWORA, JORDAN",27:11,14,5,12,0,4,4,4,1,4,5,0,2,1,0,2,2,4,9,17.0
2025,2025,307,1,P011982   ,0.0,0.0,RED,37,"OJELEYE, SEMI",12:57,2,0,0,0,0,2,4,2,1,3,0,0,0,1,0,2,2,4,-3.0
2025,2025,307,1,P012201   ,1.0,0.0,RED,95,"MONEKE, CHIMA",28:28,21,3,6,4,7,3,4,0,4,4,0,0,0,0,1,2,5,20,8.0
2025,2025,307,1,Team,0.0,0.0,RED,,Team,,0,0,0,0,0,0,0,4,1,5,0,0,1,0,0,0,0,4,
2025,2025,307,1,Total,,,RED,,Total,200:00,79,22,43,5,21,20,27,15,29,44,18,5,12,2,4,19,27,96,
2025,2025,307,0,P014015   ,0.0,0.0,ULK,0,"BACOT JR., ARMANDO",07:10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2,6.0
2025,2025,307,0,P003091   ,0.0,0.0,ULK,1,"BIRSEN, METECAN",17:00,3,1,1,0,1,1,2,1,2,3,0,1,0,0,0,1,2,6,8.0
2025,2025,307,0,P009863   ,1.0,1.0,ULK,2,"BALDWIN IV, WADE",27:00,16,5,9,2,6,0,0,0,2,2,1,1,2,0,0,4,2,8,-7.0
2025,2025,307,0,P014124   ,0.0,1.0,ULK,8,"HORTON TUCKER, TALEN",24:35,14,3,11,0,3,8,9,2,0,2,5,0,1,1,2,3,8,12,3.0
2025,2025,307,0,P014016   ,0.0,0.0,ULK,11,"BOSTON JR., BRANDON",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,307,0,P002100   ,0.0,0.0,ULK,12,"DE COLO, NANDO",14:11,2,1,2,0,2,0,0,0,2,2,0,1,1,0,0,1,0,0,-1.0
2025,2025,307,0,P006961   ,1.0,1.0,ULK,13,"BIBEROVIC, TARIK",24:47,5,1,2,1,7,0,0,1,3,4,2,2,4,0,0,3,0,-1,-12.0
2025,2025,307,0,P007929   ,0.0,0.0,ULK,17,"BITIM, ONURALP",10:17,3,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,4,1.0
2025,2025,307,0,P012613   ,1.0,1.0,ULK,18,"JANTUNEN, MIKAEL",18:17,6,3,3,0,5,0,0,2,1,3,0,0,1,1,0,4,1,1,-4.0
2025,2025,307,0,P014220   ,0.0,0.0,ULK,30,"SILVA, CHRIS",07:38,3,1,3,0,0,1,1,0,3,3,1,0,1,1,0,4,1,2,-6.0
2025,2025,307,0,P009783   ,1.0,1.0,ULK,50,"COLSON, BONZIE",29:52,15,2,3,3,5,2,2,2,5,7,1,0,1,1,0,2,2,20,-8.0
2025,2025,307,0,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",19:13,6,3,4,0,0,0,1,4,6,10,0,0,2,0,0,4,3,11,-10.0
2025,2025,307,0,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,3,1,4,0,0,1,0,0,0,0,3,
2025,2025,307,0,Total,,,ULK,,Total,200:00,73,20,38,7,31,12,15,15,26,41,10,6,14,4,2,28,19,64,
2025,2025,317,1,P014015   ,0.0,0.0,ULK,0,"BACOT JR., ARMANDO",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,317,1,P003091   ,1.0,1.0,ULK,1,"BIRSEN, METECAN",26:13,0,0,0,0,3,0,0,1,7,8,2,1,1,0,0,4,0,3,3.0
2025,2025,317,1,P009863   ,1.0,1.0,ULK,2,"BALDWIN IV, WADE",31:20,16,8,11,0,4,0,0,0,4,4,4,1,5,2,0,1,1,15,10.0
2025,2025,317,1,P014124   ,0.0,1.0,ULK,8,"HORTON TUCKER, TALEN",24:57,23,6,10,3,5,2,3,1,0,1,2,1,3,0,0,1,3,19,1.0
2025,2025,317,1,P014016   ,1.0,1.0,ULK,11,"BOSTON JR., BRANDON",18:57,5,1,5,1,4,0,0,1,2,3,0,1,0,0,1,0,1,2,-9.0
2025,2025,317,1,P002100   ,0.0,1.0,ULK,12,"DE COLO, NANDO",19:18,16,4,4,2,3,2,2,0,1,1,2,0,0,0,0,2,3,19,1.0
2025,2025,317,1,P006961   ,1.0,0.0,ULK,13,"BIBEROVIC, TARIK",21:51,4,2,4,0,3,0,0,1,3,4,0,0,1,0,0,1,0,1,11.0
2025,2025,317,1,P007929   ,0.0,0.0,ULK,17,"BITIM, ONURALP",03:52,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,-1,-4.0
2025,2025,317,1,P014220   ,0.0,0.0,ULK,30,"SILVA, CHRIS",14:38,8,3,5,0,0,2,2,1,3,4,1,0,0,1,0,2,4,14,2.0
2025,2025,317,1,P008104   ,0.0,0.0,ULK,32,"ZAGARS, ARTURS",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,317,1,P009783   ,0.0,0.0,ULK,50,"COLSON, BONZIE",13:47,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,2,1,4,1.0
2025,2025,317,1,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",25:07,4,1,2,0,0,2,2,3,4,7,1,1,3,0,0,3,3,9,4.0
2025,2025,317,1,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,7,
2025,2025,317,1,Total,,,ULK,,Total,200:00,79,26,42,6,23,9,11,12,27,39,14,6,13,3,1,17,17,92,
2025,2025,317,0,P011064   ,0.0,0.0,MIL,1,"MANNION, NICCOLO",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,317,0,P012593   ,0.0,0.0,MIL,3,"ELLIS, QUINN",22:12,10,5,8,0,1,0,0,1,2,3,5,1,2,0,0,2,2,13,4.0
2025,2025,317,0,P007056   ,0.0,0.0,MIL,6,"BOOKER, DEVIN",17:27,2,1,3,0,0,0,0,0,3,3,0,1,0,0,1,3,2,2,6.0
2025,2025,317,0,P006509   ,0.0,0.0,MIL,7,"TONUT, STEFANO",12:01,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,1,9.0
2025,2025,317,0,P008985   ,1.0,1.0,MIL,10,"BOLMARO, LEANDRO",11:30,2,1,4,0,3,0,0,0,1,1,0,0,1,0,0,3,0,-7,-4.0
2025,2025,317,0,P013384   ,0.0,0.0,MIL,12,"BROOKS, ARMONI",24:51,22,6,8,3,10,1,1,1,2,3,2,1,0,0,0,1,1,19,0.0
2025,2025,317,0,P008987   ,1.0,1.0,MIL,16,"LEDAY, ZACH",23:30,10,1,2,2,4,2,2,4,2,6,0,1,1,0,0,1,1,13,-7.0
2025,2025,317,0,P001518   ,0.0,1.0,MIL,17,"RICCI, GIAMPAOLO",16:31,2,1,2,0,0,0,0,2,0,2,0,1,0,0,0,2,0,2,3.0
2025,2025,317,0,P004004   ,1.0,1.0,MIL,23,"GUDURIC, MARKO",24:08,15,2,4,2,6,5,5,0,1,1,4,1,4,0,0,0,3,14,-8.0
2025,2025,317,0,P007831   ,1.0,1.0,MIL,31,"SHIELDS, SHAVON",25:32,3,0,2,1,4,0,0,1,2,3,3,0,1,0,0,3,3,3,-11.0
2025,2025,317,0,P011199   ,1.0,0.0,MIL,32,"NEBO, JOSH",22:18,9,1,4,0,0,7,8,3,3,6,0,1,1,1,2,1,5,14,-12.0
2025,2025,317,0,P011980   ,0.0,0.0,MIL,77,"SESTINA, NATHAN",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,317,0,Team,0.0,0.0,MIL,,Team,,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,4,
2025,2025,317,0,Total,,,MIL,,Total,200:00,75,18,37,8,29,15,16,13,22,35,14,7,10,1,3,17,17,78,
2025,2025,324,1,P006835   ,1.0,0.0,TEL,1,"HOARD, JAYLEN",32:06,9,1,3,1,1,4,4,3,6,9,0,2,2,0,0,1,3,18,2.0
2025,2025,324,1,P013699   ,1.0,1.0,TEL,2,"CLARK III, JIMMY",26:34,16,3,6,2,8,4,4,0,1,1,8,0,3,0,0,4,2,11,6.0
2025,2025,324,1,P013289   ,0.0,0.0,TEL,3,"SANTOS, MARCIO",14:21,10,3,5,0,1,4,5,0,0,0,1,0,2,0,1,3,5,6,-5.0
2025,2025,324,1,P014120   ,0.0,0.0,TEL,4,"LAVI, GUR",13:57,3,0,1,1,2,0,0,2,0,2,0,2,0,0,0,0,0,5,0.0
2025,2025,324,1,P013403   ,1.0,1.0,TEL,8,"WALKER IV, LONNIE",21:38,8,1,7,0,2,6,7,0,2,2,3,1,2,0,1,2,5,5,4.0
2025,2025,324,1,P011219   ,1.0,1.0,TEL,9,"SORKIN, ROMAN",24:26,19,8,11,1,2,0,0,3,2,5,3,0,0,0,1,4,1,19,12.0
2025,2025,324,1,P014127   ,0.0,1.0,TEL,10,"BRISSETT, O'SHAE J",24:59,14,4,5,1,2,3,4,2,5,7,0,0,2,2,0,3,3,18,7.0
2025,2025,324,1,P013381   ,1.0,0.0,TEL,11,"RAYMAN, WILLIAM",09:25,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,2,3,-3.0
2025,2025,324,1,P007990   ,0.0,0.0,TEL,12,"DIBARTOLOMEO, JOHN",11:06,5,1,1,1,2,0,0,1,1,2,1,0,1,0,0,3,2,5,1.0
2025,2025,324,1,P014123   ,0.0,0.0,TEL,21,"DOWTIN JR, JEFFREY",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,324,1,P013304   ,0.0,0.0,TEL,35,"HANKINS, ZACHARY",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,324,1,P011193   ,0.0,1.0,TEL,45,"BLATT, TAMIR",21:28,10,0,1,3,7,1,2,0,1,1,8,0,3,0,0,1,1,10,1.0
2025,2025,324,1,Team,0.0,0.0,TEL,,Team,,0,0,0,0,0,0,0,3,3,6,0,0,1,0,0,0,0,5,
2025,2025,324,1,Total,,,TEL,,Total,200:00,94,21,40,10,27,22,26,15,23,38,24,5,16,2,3,23,24,105,
2025,2025,324,0,P014015   ,0.0,0.0,ULK,0,"BACOT JR., ARMANDO",02:40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-2.0
2025,2025,324,0,P003091   ,1.0,1.0,ULK,1,"BIRSEN, METECAN",26:08,14,1,2,4,4,0,0,3,2,5,1,1,3,1,0,3,0,15,-7.0
2025,2025,324,0,P009863   ,0.0,1.0,ULK,2,"BALDWIN IV, WADE",27:24,9,1,7,1,2,4,4,0,2,2,7,2,2,0,1,1,4,13,-3.0
2025,2025,324,0,P014124   ,1.0,1.0,ULK,8,"HORTON TUCKER, TALEN",25:01,10,4,5,0,5,2,4,1,1,2,6,0,3,0,0,3,2,6,-3.0
2025,2025,324,0,P014016   ,0.0,0.0,ULK,11,"BOSTON JR., BRANDON",04:50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-7.0
2025,2025,324,0,P002100   ,0.0,1.0,ULK,12,"DE COLO, NANDO",21:40,26,5,7,3,6,7,7,1,1,2,2,1,2,0,0,2,4,26,4.0
2025,2025,324,0,P007929   ,0.0,0.0,ULK,17,"BITIM, ONURALP",13:55,5,1,2,1,1,0,1,1,0,1,1,0,0,0,0,0,4,9,7.0
2025,2025,324,0,P012613   ,0.0,1.0,ULK,18,"JANTUNEN, MIKAEL",19:02,2,0,3,0,4,2,2,1,2,3,1,1,0,0,0,4,2,-2,6.0
2025,2025,324,0,P011205   ,1.0,0.0,ULK,20,"HALL, DEVON",16:30,4,1,1,0,0,2,5,0,2,2,1,0,0,1,0,1,3,7,-6.0
2025,2025,324,0,P014220   ,0.0,0.0,ULK,30,"SILVA, CHRIS",09:23,10,4,5,0,0,2,2,2,2,4,0,1,3,0,0,4,1,8,-4.0
2025,2025,324,0,P009783   ,1.0,0.0,ULK,50,"COLSON, BONZIE",15:30,7,1,1,1,3,2,2,0,1,1,0,0,1,1,0,1,1,6,-7.0
2025,2025,324,0,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",17:57,2,0,2,0,0,2,2,2,3,5,1,0,2,0,1,5,1,-1,-3.0
2025,2025,324,0,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,3,
2025,2025,324,0,Total,,,ULK,,Total,200:00,89,18,35,10,25,23,29,12,19,31,20,7,16,3,2,25,22,91,
2025,2025,338,1,P014015   ,0.0,0.0,ULK,0,"BACOT JR., ARMANDO",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,338,1,P003091   ,0.0,0.0,ULK,1,"BIRSEN, METECAN",12:58,3,0,0,1,3,0,0,0,1,1,2,0,0,0,0,5,0,-1,-7.0
2025,2025,338,1,P009863   ,0.0,1.0,ULK,2,"BALDWIN IV, WADE",24:03,19,7,9,0,3,5,6,0,1,1,4,0,1,1,0,2,3,19,-19.0
2025,2025,338,1,P014124   ,1.0,1.0,ULK,8,"HORTON TUCKER, TALEN",27:48,18,8,13,0,3,2,2,0,3,3,2,0,4,0,1,4,5,11,3.0
2025,2025,338,1,P014016   ,0.0,0.0,ULK,11,"BOSTON JR., BRANDON",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,338,1,P002100   ,0.0,1.0,ULK,12,"DE COLO, NANDO",19:51,11,1,2,2,3,3,3,0,0,0,0,0,3,0,1,1,1,5,-1.0
2025,2025,338,1,P007929   ,0.0,0.0,ULK,17,"BITIM, ONURALP",11:20,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,3,-13.0
2025,2025,338,1,P012613   ,1.0,1.0,ULK,18,"JANTUNEN, MIKAEL",27:48,6,1,2,1,3,1,2,2,5,7,1,2,1,0,0,3,3,11,-4.0
2025,2025,338,1,P011205   ,1.0,0.0,ULK,20,"HALL, DEVON",18:54,4,2,5,0,1,0,0,3,0,3,4,0,1,0,1,2,3,6,1.0
2025,2025,338,1,P014220   ,0.0,0.0,ULK,30,"SILVA, CHRIS",13:28,8,2,4,0,0,4,4,1,1,2,0,1,1,0,0,0,3,11,-14.0
2025,2025,338,1,P009783   ,1.0,1.0,ULK,50,"COLSON, BONZIE",29:36,11,1,3,3,6,0,0,1,5,6,1,1,0,1,0,2,2,15,2.0
2025,2025,338,1,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",14:14,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,3,1,-3,2.0
2025,2025,338,1,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,2,
2025,2025,338,1,Total,,,ULK,,Total,200:00,82,23,40,7,22,15,19,10,18,28,14,6,12,2,3,23,21,79,
2025,2025,338,0,P007982   ,1.0,1.0,ZAL,1,"WILLIAMS-GOSS, NIGEL",28:54,13,2,6,3,4,0,0,2,2,4,4,0,2,0,1,3,2,12,2.0
2025,2025,338,0,P007975   ,1.0,1.0,ZAL,3,"FRANCISCO, SYLVAIN",32:12,14,0,0,3,5,5,7,0,1,1,8,2,5,0,0,3,6,19,13.0
2025,2025,338,0,P012878   ,1.0,1.0,ZAL,7,"WRIGHT, MOSES",28:01,10,3,9,0,1,4,8,2,3,5,1,0,1,2,0,3,5,8,7.0
2025,2025,338,0,P011983   ,0.0,0.0,ZAL,8,"BRAZDEIKIS, IGNAS",07:30,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-2,3.0
2025,2025,338,0,P007513   ,0.0,0.0,ZAL,9,"GIEDRAITIS, DOVYDAS",09:06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-6.0
2025,2025,338,0,P008192   ,1.0,0.0,ZAL,10,"TUBELIS, AZUOLAS",15:16,13,6,6,0,1,1,1,1,2,3,1,0,2,1,0,4,1,12,2.0
2025,2025,338,0,P007032   ,0.0,0.0,ZAL,12,"LO, MAODO",06:57,4,2,2,0,0,0,0,1,0,1,2,0,0,0,0,2,1,6,4.0
2025,2025,338,0,P011927   ,0.0,1.0,ZAL,14,"SLEVA, DUSTIN",26:35,18,2,4,4,7,2,4,2,5,7,4,2,3,0,0,2,3,22,4.0
2025,2025,338,0,P005504   ,0.0,0.0,ZAL,15,"BIRUTIS, LAURYNAS",10:08,6,3,3,0,0,0,0,0,1,1,0,1,1,0,0,2,0,5,7.0
2025,2025,338,0,P002676   ,1.0,1.0,ZAL,51,"BUTKEVICIUS, ARNAS",29:08,13,1,3,3,3,2,3,1,7,8,2,2,0,0,1,2,4,23,10.0
2025,2025,338,0,P007029   ,0.0,0.0,ZAL,91,"SIRVYDIS, DEIVIDAS",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,338,0,P002329   ,0.0,0.0,ZAL,92,"ULANOVAS, EDGARAS",06:13,1,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,1,3,4.0
2025,2025,338,0,Team,0.0,0.0,ZAL,,Team,,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,
2025,2025,338,0,Total,,,ZAL,,Total,200:00,92,19,36,13,21,15,25,11,23,34,24,7,15,3,2,21,23,110,
2025,2025,348,1,P006085   ,0.0,1.0,MUN,0,"DIMITRIJEVIC, NENO",21:15,22,5,9,2,4,6,7,0,1,1,3,1,2,0,0,0,7,25,13.0
2025,2025,348,1,P011244   ,0.0,0.0,MUN,1,"DA SILVA, OSCAR",18:43,4,2,3,0,1,0,0,1,2,3,0,0,2,0,1,2,0,0,9.0
2025,2025,348,1,P013378   ,0.0,1.0,MUN,4,"RATHAN-MAYES, XAVIER",21:49,11,2,5,2,7,1,2,0,2,2,2,1,0,0,2,1,1,5,-1.0
2025,2025,348,1,P001557   ,0.0,0.0,MUN,5,"GIFFEY, NIELS",04:51,4,1,1,0,0,2,2,1,0,1,0,0,0,0,0,2,1,4,0.0
2025,2025,348,1,P007201   ,0.0,0.0,MUN,7,"VOIGTMANN, JOHANNES",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,348,1,P004512   ,0.0,0.0,MUN,8,"KRATZER, LEON",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,348,1,P013290   ,1.0,1.0,MUN,10,"JESSUP, JUSTINIAN",31:40,16,0,1,5,9,1,2,2,0,2,3,3,1,0,0,3,1,15,13.0
2025,2025,348,1,P004508   ,1.0,1.0,MUN,13,"OBST, ANDREAS",26:54,14,2,5,3,7,1,1,2,2,4,4,0,1,0,1,0,2,15,3.0
2025,2025,348,1,P009513   ,1.0,0.0,MUN,21,"HOLLATZ, JUSTUS",15:30,0,0,1,0,1,0,0,1,0,1,3,1,1,0,0,1,0,1,-1.0
2025,2025,348,1,P011836   ,1.0,0.0,MUN,22,"MIKE, ISIAHA",19:18,3,0,4,1,1,0,0,1,3,4,1,0,0,0,0,2,0,2,0.0
2025,2025,348,1,P013383   ,0.0,1.0,MUN,32,"GABRIEL, WENYEN",21:32,2,1,5,0,0,0,0,5,4,9,1,0,3,2,1,4,1,3,2.0
2025,2025,348,1,P013386   ,1.0,0.0,MUN,33,"MCCORMACK, DAVID",18:28,9,3,3,0,0,3,3,0,5,5,1,2,1,0,0,5,6,17,7.0
2025,2025,348,1,Team,0.0,0.0,MUN,,Team,,0,0,0,0,0,0,0,5,1,6,0,0,2,0,0,0,0,4,
2025,2025,348,1,Total,,,MUN,,Total,200:00,85,16,37,13,30,14,17,18,20,38,18,8,13,2,5,20,19,91,
2025,2025,348,0,P014015   ,0.0,1.0,ULK,0,"BACOT JR., ARMANDO",11:03,2,0,2,0,0,2,2,0,0,0,0,0,0,2,1,4,1,-2,7.0
2025,2025,348,0,P003091   ,0.0,0.0,ULK,1,"BIRSEN, METECAN",05:57,1,0,2,0,0,1,2,1,0,1,0,0,1,0,0,2,1,-3,-9.0
